0.0	0.105580629235	-0.105580629235
0.0	0.409591293527	-0.409591293527
0.0	5.82595892117	-5.82595892117
0.0	10.512414758	-10.512414758
0.0	16.225401477	-16.225401477
0.0	20.9167021915	-20.9167021915
0.0	26.4655694146	-26.4655694146
0.0	31.6593066703	-31.6593066703
0.0	36.5724465211	-36.5724465211
0.0	42.2923396242	-42.2923396242
45.1801669571	47.8239434132	-2.64377645604
45.1801669571	52.9907412052	-7.81057424803
55.0004848868	57.853810142	-2.8533252552
61.2199718243	63.1001834416	-1.88021161732
61.2199718243	68.9368019868	-7.71683016246
61.2199718243	74.0324014962	-12.8124296719
88.018030958	79.9802907493	8.0377402087
88.018030958	84.9680653838	3.04996557411
88.018030958	90.7375016113	-2.71947065331
118.780028176	96.280404508	22.4996236677
118.780028176	101.28535437	17.4946738054
137.685842476	106.795975065	30.889867411
137.685842476	112.351117352	25.3347251247
137.685842476	116.968208221	20.7176342554
137.685842476	122.181852689	15.5039897874
180.0	127.756054931	52.2439450694
180.0	132.547236505	47.4527634951
180.0	138.173232479	41.8267675206
180.0	142.990441055	37.0095589455
180.0	148.775773933	31.224226067
180.0	153.468090754	26.5319092459
180.0	159.409818707	20.5901812931
180.0	163.998753667	16.0012463326
180.0	170.312674047	9.6873259527
180.0	175.203077176	4.79692282379
180	-179.553930516	359.553930516
-180.0	-174.068434602	-5.93156539809
